,Area,Job_title,Company,Experience,Salary,Location,Description,Tag assosiated,Posting_date
474,Pharma Jobs,"Freshers B.Pharma/ M. Pharma - F&D and QA @Mehatpur, Una",Stanford Laboratories Pvt Ltd,0-2 Yrs,Not disclosed,"Himachal Pradesh, una"," Good Organizational, time management and priority setting skills, and the flexibility t...","Product Development, Process Development, R, Patent Search, D, Formulation, Tech Transfer, Technology Transfer",None
475,Pharma Jobs,Pharma Benefits Analyst,Targetorate Consulting LLP,0-2 Yrs,Not disclosed,Hyderabad," Shift: Flexible to work in Night shift (only night shifts)Qualification: B.pharm, MPhar...","Communication Skills, analytical skills",8 Days Ago
476,Pharma Jobs,Chemist - Agro-chemical/ Chemical / Fine-chemical / Pharma Industries,PI Industries Ltd.,3-8 Yrs,Not disclosed,Panoli," We are looking for a dedicated, analytical Chemist to be responsible for studying the c...","physic - chemical analysis, Product Safety, Process Improvement, Troubleshooting, fine chemicals, lab safety, Chemical, wet lab instruments",8 Days Ago
477,Pharma Jobs,WNS Gurgaon is Hiring For Pharma Clinical Research - Hr Chanda,WNS GLOBAL SERVICES PRIVATE LIMITED,0-2 Yrs,Not disclosed,Gurgaon, RESPONSIBILITES : Will be responsible for updating Client's database Freshers can Apply...,"Backend, Clinical Research, Database Management, Database, Research, clinical research analyst, Data Entry, clinical research associate",4 Days Ago
478,Pharma Jobs,Opening For Project Manager -Pharma,RANDSTAD INDIA PVT LTD,7-12 Yrs,Not disclosed,Hyderabad, Certified in Project management with 8-10 years Masters in Science preferably in Biotec...,"resource planning, resource management, risk management, project management, Project manager, project scheduling, project leading, budget control",4 Days Ago
479,Pharma Jobs,R&D Formulations- Manager/senior Manager- Naari Pharma -Rudrapur,Arco Lab Private Limited,9-12 Yrs,Not disclosed,Rudrapur," Responsible for allocation, designing & execution of projects. Project execution strate...","Solid Orals, Process Development, Tablets, scale up, fr&d, Formulation Development",9 Days Ago
480,Pharma Jobs,Executive / Sr. Executive - Formulation R&D in Pharma Formulation @ HP,Stanford Laboratories Pvt Ltd,2-6 Yrs,Not disclosed,"Himachal Pradesh, una", Ideal candidate will have hands on experience of development and tech transfer for form...,"Product Development, Process Development, R, Patent Search, D, Formulation, Tech Transfer, Technology Transfer",10 Days Ago
481,Pharma Jobs,Looking To hire Medical Representative For leading Pharma Company,Oxygent International BPO Technical BPO Headhunter,1-6 Yrs,"2,00,000 - 4,00,000 PA.","Allahabad, Lucknow, Kanpur", Required Candidate profileMR- 1 to 5 Years of experienceGood communication,"pharma sales, medical sales, pharma marketing, mr, pharmaceutical marketing, medical services, distribution, medical representative",4 Days Ago
482,Pharma Jobs,Medical Representative Required-mnc Pharma @ Delhi,Pharmalog,1-4 Yrs,"3,00,000 - 5,00,000 PA.",Delhi, Must have 2 wheeler(Bike) is MandatoryGood Communication Skill must requiredShould have...,"field sales officer, territory sales officer, proffessional sales officer",9 Days Ago
483,Pharma Jobs,Medical Representative Required-mnc Pharma @ Ahmedabad,Pharmalog,1-6 Yrs,Not disclosed,Ahmedabad," Qualification :Only B.sc, B.pharma can apply (Diploma, Correspondence not considered)Sh...","Key Accounts, medical representative, Hospital Executive, Pharmaceutical Sales",9 Days Ago
484,Pharma Jobs,"Pharmacy, Biomedical & Science Graduate -freshers - For Pharma Company",Creative Hands HR Consultancy,0-4 Yrs,"3,75,000 - 6,00,000 PA.","Chennai, Mumbai, Jaipur"," Hi, We have opportunity with our Pharma Client for Science graduate. Immediate joining ...","dialysis, biotechnology, freshers, microbiology, nursing, biomedical, home science, gnm nurse",2 Days Ago
485,Pharma Jobs,"Bsc Life Science, Pharma, Nursing, Freshers - Pharmacy Company",Creative Hands HR Consultancy,0-4 Yrs,"4,00,000 - 6,00,000 PA.","Chennai, Mumbai, Jaipur", General shift timingWe are hiring for life science graduate at our VARIOUS locationAny ...,"medical writing, freshers, BPT, drug safety, Pharmacovigilance, biomedical, science graduate, Nursing",2 Days Ago
486,Pharma Jobs,Regional Medical Advisor (leading MNC Pharma Company),Vertex Corporate Services (I) Pvt Ltd,0-3 Yrs,Not disclosed,"Pune, Mumbai, Hyderabad", Clinical practice experience involving direct patient care preferredRequirements: - Med...,"Scientific Support, Internal Medicine, Medico Marketing, Medical Advisor, Patient Care, Pharma, Regional Medical Advisor, Medical Affairs",10 Days Ago
487,Pharma Jobs,Need Retail Sales Executive For MNC Pharma Company@ Hyderabad,Pharmalog,1-6 Yrs,"2,75,000 - 6,00,000 PA.",Hyderabad," Qualification :Any Graduate can apply(Diploma, Correspondence not considered)should hav...","Retail Sales, field sales officer, business development, medical representative, sales, sales executive, otc",9 Days Ago
488,Pharma Jobs,Medical Representative Required-mnc Pharma @ Mumbai,Pharmalog,0-4 Yrs,"3,00,000 - 5,50,000 PA.",Mumbai, Must have 2 wheeler(Bike) is MandatoryGood Communication Skill must requiredShould have...,"pharmaceutical sales, business development, sales",9 Days Ago
489,Pharma Jobs,"Medical Representative, Pharma",Pharmalog,2-6 Yrs,Not disclosed,Trivandrum," Product specialist in diabetic division, 2 to 6 yrs, 2 to 5 lacs, upto 30 yrs of age","medical representative, medical pharma",9 Days Ago
490,Maintenance Jobs,Press Shop- Mechanical Maintenance Manager,Viraj Profiles Ltd,10-20 Yrs,Not disclosed,Tarapur, Requirements: Full time Diploma/ BE Mechanical EngineeringPerson should ready to accept...,"pneumatics, hydraulic press, forging press shop, Press Shop, Hydraulics, machining press shop, Forging Press, Forging",None
491,Maintenance Jobs,Service Engineer - Equipment Maintenance,Mistin Solution,0-2 Yrs,Not disclosed,Coimbatore, Location : Coimbatore Job Summary : Looking candidates for Service Engineer Responsibil...,"Automobile Engineering, Maintenance Services, Breakdown Maintenance, Preventive Maintenance, Equipment Maintenance, Electronics Engineering, Mechanical Engineering, Electrical Engineering",2 Days Ago
492,Maintenance Jobs,"Maintenance Engineer For Textile Company ( Gandhidham, Gujarat )",Om Siddh Vinayak Impex Pvt. Ltd.,5-10 Yrs,Not disclosed,Gandhidham, You are good in both electric and maintenance of machinery Minimum 5 years of experienc...,"maintenance supervisor, electrical maintenance, maintenance engineering, machine maintenance engineer, maintenance engineer, machine maintenance manager, maintenance, maint engineering",None
493,Maintenance Jobs,Maintenance Manager,Evershine Builders Pvt Ltd,8-10 Yrs,Not disclosed,"Mumbai, banda", Maintenance Manager Exp: 8-10 years Qualification: Diploma Civil or Diploma in Maintena...,"Civil, Maintenance management",None
494,Maintenance Jobs,Shift Incharge Maintenance (mechanical),Big Soft HR Solutions,6-11 Yrs,Not disclosed,Mysore, Shift Incharge Maintenance (mechanical) Looking mechanical engineer with a beverage ind...,"Plant machinery, Maintenance Incharge, Mechanical maintenance, Mechanical, Predictive maintenance",None
495,Maintenance Jobs,Mechanical Maintenance Engineer-Steel Melting Shop,Viraj Profiles Ltd,3-8 Yrs,Not disclosed,Tarapur, To take all the Maintenance report of the previous 2 shiftsTo check manpower (Company a...,"stainless steel, Induction, mechanical maintenance engineer, Aod, Cooling Tower, Compressors, pumps, Ccm",None
496,Maintenance Jobs,Section Rolling Mill - Mechanical Maintenance Engineer,Viraj Profiles Ltd,3-8 Yrs,Not disclosed,Tarapur, To take all the Maintenance report of the previous 2 shiftsTo check manpower (Company a...,"rcs, stainless steel, rolling mill, mechanical maintenance engineer, reheating furnace, channel, profiles, round bar",None
497,Maintenance Jobs,Maintenance Engineer Electrical,Creative Business Solutions,5-10 Yrs,Not disclosed,Rajkot, &Job Description & Daily machine preventive checking at starting of the shift. & Report...,"Housekeeping, Supervisor, Spare parts, Maintenance engineering, Business solutions, Preventive maintenance, Industrial machinery, Electricals",9 Days Ago
498,Maintenance Jobs,Aircraft Maintenance Engineer required in Canada and Australia,Comet Advisor,2-5 Yrs,"45,00,000 - 90,00,000 PA.","Canada, Australia"," They typically work in air fields, hangars and repair stations, and must endure hot and...","aeronautics technician, Maintenance Engineering, aeronautics handling, Aircraft Technician, aerospace mechanic, aeronautics mechanic, aero mechanic, Aircraft Handling",13 Days Ago
499,Maintenance Jobs,Mechanical Maintenance Technician,Davy Omega (sea) Pte Ltd,2-7 Yrs,"5,000 - 15,000 PA.",Singapore, Perform inspections of all mechanical and rotating to ensure good working order,"rotating, repair, corrective maintenance, valves, preventive maintenance, pumps, mechanical seals, centrifugal pumps",5 Days Ago
500,Maintenance Jobs,Maintenance Manager ,Reliance Jio Infocomm Limited,10-15 Yrs,Not disclosed,"CMP_Ambikapur, Ambikapur, Chhattisgarh", 1. Maintain and update the asset master 2. Monitor performance of the vendors against d...,"SAP PM, Interpersonal skills, Team management, Process orientation, Network infrastructure, Network operations, environment health safety, Network management",2 Days Ago
501,Maintenance Jobs,State Core Maintenance Engg Fibre,Reliance Jio Infocomm Limited,5-10 Yrs,Not disclosed,Dhule," 1. Manage assets, materials and contracts for the core maintenance point 2. Monitor per...","Warehouse, Network operations, Electronics, Issue resolution, environment health safety, Management, Troubleshooting, OFC",2 Days Ago
502,Maintenance Jobs,Maintenance Manager,Smart Joules,10-15 Yrs,Not disclosed,"Delhi, Hyderabad"," Summary: As Maintenance Manager, you will spend time interacting with the COO, Site Ene...","HVAC, Networking, Instrumentation, Saving, Sensors, Medical insurance, Automation systems, Troubleshooting",2 Days Ago
503,Maintenance Jobs,Maintenance Manager,Reliance Jio Infocomm Limited,10-15 Yrs,Not disclosed,"Kolkata, chhattisgarh", 1. Maintain and update the asset master 2. Monitor performance of the vendors against d...,"SAP PM, Interpersonal skills, Team management, Process orientation, Network infrastructure, Network operations, environment health safety, Network management",3 Days Ago
504,Maintenance Jobs,Maintenance Manager,Reliance Jio Infocomm Limited,10-15 Yrs,Not disclosed,"azamgarh,uttar pradesh", 1. Maintain and update the asset master 2. Monitor performance of the vendors against d...,"SAP PM, Interpersonal skills, Team management, Process orientation, Network infrastructure, Network operations, environment health safety, Network management",3 Days Ago
505,Maintenance Jobs,Maintenance Head,KAN BIOSYS PRIVATE LIMITED,7-10 Yrs,"4,50,000 - 7,00,000 PA.",Pune(Dhayari), Supervise and lead all maintenance processes and operations. Track expenses and oversee...,"Installation, Maintenance, Cost Estimation, Repair, Machinery",2 Days Ago
506,Maintenance Jobs,section Rolling Mill - Electrical Maintenance Engineer,Viraj Profiles Ltd,3-8 Yrs,Not disclosed,Tarapur," Should handover Multi meters, Clamp meters, Thermometer & shift key to the next concern...","ac drives, rcs, stainless steel, plc, channel, profiles, long product, siemens s7",3 Days Ago
507,Maintenance Jobs,Maintenance Superintendent,Power Mech Projects Limited,10-15 Yrs,Not disclosed,Iraq," Bachelor in industrial engineering (Mechanical, Electrical or equivalent)Coordination o...","o&m manager, Gas Turbine Generators, Open Cycle Power Plant, Operation Maintenance Manager, Maintenance Activities",3 Days Ago
508,Maintenance Jobs,Executive- Analytical Instrument Maintenance,Pfizer,5-6 Yrs,Not disclosed,Chennai," Through Knowledge on Good Manufacturing Practices (cGMP), and Good Documentation Practi...","Preventive Maintenance, UPLC, cGMP, Manufacturing, GC, statutory audits, maintenance, HPLC",4 Days Ago
509,Maintenance Jobs,Area Engineer - Mechanical Maintenance,Nayara Energy Limited,4-7 Yrs,Not disclosed,Vadinar," Responsible to make availability of Normal, Emergency and Critical Power at Jetty. Resp...","Procurement, Auditor, ISO, Compliance, Mechanical maintenance, ISO audit, Budgeting, Refinery",4 Days Ago
510,Logistics Jobs,"Warehouse & Logistics Manager,",Agarwal Logistics (P) Ltd,10-15 Yrs,"3,50,000 - 5,00,000 PA.",Patna, NEED WAREHOUSE AND LOGISTICS MANAGER,"Warehouse, Logistics Management",7 Days Ago
511,Logistics Jobs,Lead Buyer - Transportation and Logistics,Alstom Transport India Ltd.,10-15 Yrs,Not disclosed,Bengaluru, Job Description:Managing Sourcing process for Indirect Services spend for multiple proj...,"Procurement, Import, International Freight Forwarding, Vendor Management, Supply Chain Management, Indirect Sourcing, SCM, Buyer Activities",3 Days Ago
512,Logistics Jobs,Warehouse & Logistics Manager,Saa Vishnu Bakers Private Limited,1-3 Yrs,"4,00,000 - 5,00,000 PA.",Gaya," Bachelors degree in supply chain management, operations, logistics, business administra...","logistics management, customer satisfaction, Site Supervision, Computer Operating, metrics reporting, warehouse, inventory management, Excel Report Preparation",None
513,Logistics Jobs,Logistics Manager,Grozip,4-5 Yrs,Not disclosed,Bhubaneshwar," 4-5 years of experience in a similar function at a logistics / courier company, retail ...","Supply chain, CVS, Retail, SAP, Customer support, Logistics management, FMCG, Warehouse operations",9 Days Ago
514,Logistics Jobs,Logistics executive,Seven Consultancy,4-8 Yrs,Not disclosed,Chennai, JOB DETAILS 1.Should Be Able to Arrange Trucks for 3rd Party Logistic Movements Across ...,"Supply chain management, Logistics Executive, export logistics, Sales coordination, Packaging, Transport management, Logistics management, Import logistics",12 Days Ago
515,Logistics Jobs,Senior Manager Logistics,H & S Supply Chain Services Private Limited,9-14 Yrs,"12,00,000 - 15,00,000 PA.",Chennai(Mylapore), Performance Objectives Deliver Sizeable cost savings on Freight Build Indepth networkin...,"vendor development and sales, logistics and sales, courier, Transportation, freight, supply chain management and sales, Senior Management, cargo",15 Days Ago
516,Logistics Jobs,Manager - Supply Chain/logistics,Oswal Minerals,5-10 Yrs,Not disclosed,Dubai, Logistics Manager and Supply chain Management with experience of 5-10 years LC knowledg...,"Custom Documentation, Logistics management, Shipping, Supply Chain, Operations, Freight, Logistics",2 Days Ago
517,Logistics Jobs,Assistant Logistics Manager  -  Import,RAJ PETRO SPECIALITIES PVT LTD.,7-10 Yrs,Not disclosed,Mumbai, YOUR ROLE & RESPONSIBILITIES Applicants are invited for the position of Assistant Logis...,"import purchase, Supply chain management, Head Business Development, Custom clearance, Logistic Assistant, SAP, Compliance, SEZ",None
